name,url,is_official,status,generator,author
Rybniště,obecrybniste.cz,1,000,,
Rybná nad Zdobnicí,rybna.cz,0,,,
Rybné,,0,,,
Rybník,,0,,,
Rybník,obecni-urad.net,0,,,
Rybníky,,0,,,
Rybníky,,0,,,
Rybníček,,0,,,
Rybníček,obec-rybnicek.cz,1,200,[],['Obec Rybníček']
Rybí,rybi.cz,1,200,[],"['Obec Rybí.cz, Zdenek Pikulik', 'Obec Rybí.cz, Zdenek Pikulik']"
Rychnov na Moravě,rychnovnm.cz,0,,,
Ryjice,,0,,,
Ryjice,,0,,,
Rymice,,0,,,
Rynholec,obecrynholec.cz,1,000,,
Rynoltice,,0,,,
Rynárec,,0,,,
Rynárec,,0,,,
Ryžoviště,,0,,,
Ráby,,0,,,
Rácovice,,0,,,
Rádlo,radlo.cz,1,000,,
Rájec,,0,,,
Ráječko,rajecko.cz,1,200,[],['Antee s.r.o.']
Růžená,,0,,,
Růžová,atlas.cz,0,,,
Růžďka,,0,,,
Růžďka,ruzdka.cz,1,000,,
Sadov,sadov.cz,1,200,[],[]
Salačova Lhota,,0,,,
Salaš,uh.cz,0,,,
Samopše,,0,,,
Samotišky,samotisky.cz,1,000,,
Samšina,,0,,,
Samšín,,0,,,
Sazená,,0,,,
Sazomín,,0,,,
Sazovice,sazovice.cz,1,000,,
Sběř,obec-sber.cz,1,200,['WordPress 6.1.4'],[]
Schořov,,0,,,
Sebečice,,0,,,
Sebranice,,0,,,
Sebranice,sebranice.cz,1,000,,
Sedlatice,,0,,,
Sedlec,sedlecumikulova.cz,1,200,[],['Obec Sedlec u Mikulova']
Sedlec,,0,,,
Sedlec,sedlec.org,1,000,,
Sedlec,,0,,,
Sedlec,obecni-urad.net,0,,,
Sedlec,sedlec.cz,1,200,[],['Obec Sedlec']
Sedlec,,0,,,
Sedlejov,,0,,,
Sedletín,sedletin.cz,1,000,,
Sedlečko u Soběslavě,atlas.cz,0,,,
Sedlice,,0,,,
Sedlice,,0,,,
Sedlice,,0,,,
Sedliště,sedliste.cz,1,200,[],[]
Sedliště,,0,,,
Sedliště,,0,,,
Sedliště,sedliste-jc.cz,1,200,[],['ObecInformuje.cz']
Sedlnice,sedlnice.cz,1,000,,
Sejřek,,0,,,
Sekeřice,,0,,,
Selmice,,0,,,
Seloutky,,0,,,
Semanín,,0,,,
Semice,,0,,,
Semněvice,arcom.cz,0,,,
Semtěš,semtes.cz,1,000,,
Semín,prelouc.cz,0,,,
Semčice,obecsemcice.cz,1,000,,
Senec,,0,,,
Senetářov,senetarov.cz,1,000,,
Senice,senice.cz,1,000,,
Senice na Hané,senicenahane.cz,1,200,[],['Obec Senice na Hané']
Seninka,seninka.cz,1,200,[],[]
Senička,senicka.cz,1,000,,
Senohraby,senohraby.cz,1,000,,
Senorady,,0,,,
Senožaty,senozaty.cz,1,200,[],[]
Sentice,sentice.cz,1,200,[],['Obce na webu s.r.o.']
Sezemice,,0,,,
Seč,,0,,,
Seč,,0,,,
Silůvky,siluvky.cz,1,200,"['WordPress 5.9.8', 'Redux 4.4.9', 'Powered by WPBakery Page Builder - drag and drop page builder for WordPress.']",[]
Sirá,,0,,,
Sirá,,0,,,
Sirákov,sirakov.cz,1,000,,
Sivice,sivice.cz,1,200,[],['Obec Sivice']
Siřejovice,,0,,,
Skalice,,0,,,
Skalice,,0,,,
Skalice nad Svitavou,,0,,,
Skalice nad Svitavou,skalicenadsvitavou.cz,1,000,,
Skalice u České Lípy,skaliceuceskelipy.cz,1,000,,
Skalička,,0,,,
Skalička,obecskalicka.cz,1,200,[],['Obec Skalička']
Skalka,obecskalka.cz,1,000,,
Skalka,,0,,,
Skalka u Doks,ouskalka.cz,0,,,
Skalsko,skalsko.cz,1,000,,
Skapce,,0,,,
Skašov,obecni-urad.net,0,,,
Skaštice,skastice.cz,1,200,[],['Obec Skaštice']
Sklené,,0,,,
Sklené,,0,,,
Sklené nad Oslavou,,0,,,
Sklené nad Oslavou,sklenenadoslavou.cz,1,200,['xartCMS'],['xart.cz']
Skomelno,,0,,,
Skopytce,,0,,,
Skorkov,skorkov.cz,1,000,,
Skorkov,,0,,,
Skoronice,skoronice.cz,1,000,,
Skorotice,,0,,,
Skorošice,kr-olomoucky.cz,0,,,
Skorošice,rychleby.cz,0,,,
Skotnice,telecom.cz,0,,,
Skotnice,skotnice.cz,1,200,[],['Obec Skotnice']
Skočice,,0,,,
Skořenice,skorenice.cz,1,000,,
Skořice,skorice.cz,1,000,,
Skrbeň,skrben.cz,1,200,[],"['RTNext, v. o. s.']"
Skrchov,obec-skrchov.eu,1,000,,
Skrchov,,0,,,
Skryje,,0,,,
Skryje,,0,,,
Skryje,skryje.cz,1,000,,
Skrýchov u Malšic,,0,,,
Skršín,skrsin.cz,1,200,['Joomla! - Open Source Content Management'],[]
Skuhrov,,0,,,
Skuhrov,,0,,,
Skuhrov,antee.cz,0,,,
Skuhrov nad Bělou,skuhrov.cz,0,,,
Skvrňov,,0,,,
Skvrňov,,0,,,
Skvrňov,skvrnov.cz,1,000,,
Skály,,0,,,
Skály,zlatyvrch.cz,0,,,
Skřinářov,,0,,,
Skřipel,,0,,,
Skřipel,obec-skripel.net,1,000,,
Skřipov,,0,,,
Skřivany,skrivany.cz,1,200,[],['Obec Skřivany']
Skřípov,,0,,,
Slabčice,slabcice.cz,1,200,[],['WRS - redakční systém - W Partner s.r.o.']
Slaná,obecslana.cz,1,000,,
Slaník,obec-slanik.cz,1,200,[],['Obec Slaník']
Slapsko,,0,,,
Slapsko,,0,,,
Slapy,,0,,,
Slapy,,0,,,
Slatina,,0,,,
Slatina,,0,,,
Slatina,,0,,,
Slatina,obec-slatina.cz,1,200,[],['obec slatina']
Slatina,,0,,,
Slatina,,0,,,
Slatina,,0,,,
Slatina,,0,,,
Slatina nad Zdobnicí,slatinanz.cz,0,,,
Slatinice,slatinice.com,1,000,,
Slatinky,,0,,,
Slatiny,slatiny.cz,1,200,[],['Obec Slatiny']
Slavhostice,,0,,,
Slavičky,,0,,,
Slavkov,obecslavkov.cz,1,000,,
Slavkov,,0,,,
Slavkov pod Hostýnem,slavkov-ph.cz,0,,,
Slavníč,,0,,,
Slavošov,,0,,,
Slavíkov,,0,,,
Slavíkovice,,0,,,
Slavče,,0,,,
Slavětice,,0,,,
Slavětín,,0,,,
Slavětín,,0,,,
Slepotice,,0,,,
Slezské Pavlovice,slezskepavlovice.cz,1,000,,
Slezské Rudoltice,,0,,,
Slopné,,0,,,
Sloup v Čechách,mybox.cz,0,,,
Sloupnice,sloupnice.cz,1,000,,
Sloupno,sloupno.cz,1,200,[],['Obec Sloupno']
Sloupno,,0,,,
Sloupno,,0,,,
Sloveč,slovec.eu,1,200,[],['Obec Sloveč']
Slověnice,slovenice.cz,1,000,,
Sluhy,,0,,,
Slunečná,,0,,,
Slup,slup.cz,1,000,,
Sluštice,obecslustice.cz,1,200,[],['Obec Sluštice']
Služovice,sluzovice.cz,1,000,,
Služátky,,0,,,
Smetanova Lhota,,0,,,
Smetanova Lhota,smetanovalhota.cz,1,000,,
Smilkov,,0,,,
Smilovice,smilovice.cz,1,000,,
Smilovice,dragon.cz,0,,,
Smilovice,,0,,,
Smolnice,mulouny.cz,0,,,
Smolnice,,0,,,
Smolné Pece,,0,,,
Smolné Pece,smolnepece.cz,1,200,[],['Antee s.r.o.']
Smolotely,,0,,,
Smrček,,0,,,
Smrčná,,0,,,
Smrčná,smrcna.cz,1,000,,
Smržice,smrzice.cz,1,000,,
Smržov,,0,,,
Smědčice,smedcice.cz,1,200,[],[]
Snovídky,snovidky.cz,1,200,['Joomla! - Open Source Content Management'],[]
Snědovice,,0,,,
Snět,,0,,,
Sobkovice,,0,,,
Sobotovice,,0,,,
Sobotín,sobotin.cz,1,000,,
Sobíňov,,0,,,
Sobíňov,obecsobinov.cz,1,200,[],['Obec Sobíňov']
Sobíšky,,0,,,
Sobčice,sobcice.net,1,000,,
Soběchleby,sobechleby.cz,1,000,,
Soběhrdy,sobehrdy.cz,1,200,[],['Obec Soběhrdy']
Soběkury,obecni-urad.net,0,,,
Soběnov,,0,,,
Soběslavice,,0,,,
Soběsuky,sobesukykm.cz,1,200,[],['Antee s.r.o.']
Sobětuchy,,0,,,
Sobětuchy,sobetuchy.cz,1,200,[],[]
Sobětuchy,,0,,,
Soběšice,,0,,,
Soběšovice,,0,,,
Soběšín,,0,,,
Sobůlky,,0,,,
Sojovice,sojovice.cz,1,200,[],['Obec Sojovice']
Sokolnice,sokolnice.cz,1,000,,
Sopotnice,obecsopotnice.cz,1,000,,
Sopřeč,,0,,,
Sosnová,sosnova.org,1,200,[],['Obec Sosnová']
Sosnová,,0,,,
Sousedovice,sousedovice.info,1,200,"['WordPress 6.4.1', 'Site Kit by Google 1.113.0']",[]
Soutice,,0,,,
Souňov,,0,,,
Sovolusky,,0,,,
Spešov,spesov.cz,1,000,,
Spomyšl,spomysl.cz,1,200,[],['Obec Spomyšl']
Spořice,obecsporice.cz,1,000,,
Spořice,,0,,,
Spytihněv,spytihnev.cz,1,200,[],['Obec Spytihněv']
Spáňov,,0,,,
Spělkov,,0,,,
Srbce,srbce.cz,1,000,,
Srbeč,,0,,,
Srbice,,0,,,
Srbice,,0,,,
Srbsko,,0,,,
Srbská Kamenice,srbskakamenice.cz,1,200,[],[]
Srby,,0,,,
Srby,,0,,,
Srch,obecsrch.cz,1,000,,
Srnojedy,srnojedy.cz,1,000,,
Srní,,0,,,
Srnín,,0,,,
Srubec,srubec.cz,1,200,[],[]
Sruby,unet.cz,0,,,
Stachy,ipnet.cz,0,,,
Stanovice,obecstanovice.cz,1,000,,
Stanoviště,stanoviste.cz,1,000,,
Starosedlský Hrádek,,0,,,
Starovice,starovice.cz,1,000,,
Starovičky,starovicky.cz,1,000,,
Stará Huť,,0,,,
Stará Lysá,,0,,,
Stará Paka,starapaka.cz,1,200,[],['obec Stará Paka']
Stará Ves,,0,,,
Stará Ves,,0,,,
Stará Ves nad Ondřejnicí,stara-ves.cz,0,,,
Stará Voda,,0,,,
Stará Červená Voda,rychleby.cz,0,,,
Staré Bříště,starebriste.cz,1,000,,
Staré Hamry,,0,,,
Staré Heřminovy,,0,,,
Staré Heřminovy,razdva.cz,0,,,
Staré Hobzí,starehobzi.cz,1,000,,
Staré Hodějovice,starehodejovice.cz,1,200,[],['WRS - redakční systém - W Partner s.r.o.']
Staré Hradiště,,0,,,
Staré Hradiště,,0,,,
Staré Hradiště,,0,,,
Staré Hrady,oustarehrady.cz,1,000,,
Staré Jesenčany,starejesencany.cz,1,000,,
Staré Křečany,,0,,,
Staré Místo,,0,,,
Staré Město,stare-mesto.cz,0,,,
Staré Město,,0,,,
Staré Město,,0,,,
Staré Sedliště,ssedliste.cz,0,,,
Staré Sedlo,,0,,,
Staré Sedlo,obecstaresedlo.cz,1,200,[],['Obec Staré Sedlo']
Staré Sedlo,,0,,,
Staré Smrkovice,,0,,,
Staré Těchanovice,,0,,,
Staré Ždánice,starezdanice.cz,1,000,,
Starý Hrozenkov,staryhrozenkov.cz,1,200,[],['Obec Starý Hrozenkov']
Starý Jičín,stary-jicin.cz,0,,,
Starý Kolín,starykolin.eu,1,000,,
Starý Mateřov,starymaterov.cz,1,000,,
Starý Petřín,,0,,,
Starý Poddvorov,,0,,,
Starý Vestec,staryvestec.cz,1,000,,
Starý Šachov,,0,,,
Stavenice,,0,,,
Stavěšice,e-dnes.cz,0,,,
Staňkov,,0,,,
Staňkovice,,0,,,
Staňkovice,,0,,,
Staňkovice,mujbox.cz,0,,,
Staňkovice,,0,,,
Stařechovice,starechovice.cz,1,000,,
Staříč,,0,,,
Staříč,obec-staric.cz,1,000,,
Stašov,obecstasov.cz,1,000,,
Stašov,,0,,,
Stebno,stebno.cz,1,000,,
Stehelčeves,obecstehelceves.cz,1,000,,
Stehlovice,stehlovice.cz,1,200,[],[]
Stojice,,0,,,
Stojice,stojice.cz,1,200,[],['Obec Stojice']
Stojčín,,0,,,
Stolany,stolany.cz,1,000,,
Stonava,stonava.cz,1,000,,
Stošíkovice na Louce,,0,,,
Stožec,stozec.cz,1,200,[],['Obec Stožec']
Stožice,,0,,,
Strachotice,,0,,,
Strachotín,strachotin.cz,1,200,[],['Obec Strachotín']
Strachoňovice,,0,,,
Strachujov,,0,,,
Strachujov,strachujov.cz,1,200,['Joomla! - Open Source Content Management'],[]
Stradonice,,0,,,
Stradouň,,0,,,
Strahovice,,0,,,
Strakov,,0,,,
Straky,,0,,,
Stranný,,0,,,
Strančice,strancice.cz,1,000,,
Stratov,,0,,,
Strašice,obecstrasice.cz,1,000,,
Strašice,strasice.eu,1,000,,
Straškov-Vodochody,,0,,,
Strašnov,,0,,,
Strašov,,0,,,
Strašín,,0,,,
Stražisko,,0,,,
Strenice,,0,,,
Strhaře,srthare.cz,0,,,
Strojetice,zelivka.cz,0,,,
Stropešín,,0,,,
Struhařov,struharov.cz,1,000,,
Struhařov,chopos.cz,0,,,
Strukov,strukov.cz,1,000,,
Strukov,iex.cz,0,,,
Strunkovice nad Volyňkou,strunkovice.cz,0,,,
Strupčice,,0,,,
Stružinec,,0,,,
Stružnice,,0,,,
Stružná,,0,,,
Stránecká Zhoř,straneckazhor.cz,1,200,[],[]
Stránka,,0,,,
Strání,strani.cz,1,200,[],['Interneto.cz']
Stráž,,0,,,
Stráž nad Nisou,,0,,,
Stráž nad Ohří,,0,,,
Strážiště,,0,,,
Strážná,strazna.cz,1,000,,
Strážné,strazne.eu,1,000,,
Strážovice,strazovice.cz,1,000,,
Strýčice,,0,,,
Studenec,studenec.cz,1,000,,
Studená,ou-stu.cz,0,,,
Studená,,0,,,
Studené,,0,,,
Studený,zelivka.cz,0,,,
Studeněves,,0,,,
Studnice,,0,,,
Studnice,horacko.cz,0,,,
Studnice,pvtnet.cz,0,,,
Studnice,obec-studnice.cz,1,000,,
Studánka,studanka.eu,1,200,[],['Obec Studánka']
Stupava,uh.cz,0,,,
Stvolová,,0,,,
Stvolová,,0,,,
Stvolínky,,0,,,
Stáj,,0,,,
Stálky,,0,,,
Stéblová,,0,,,
Stínava,,0,,,
Stěbořice,,0,,,
Středokluky,stredokluky.cz,1,200,[],['Litea Solution s.r.o.']
Střelice,,0,,,
Střelice,streliceubrna.cz,1,200,[],[]
Střelice,,0,,,
Střelské Hoštice,strelskehostice.cz,1,000,,
Střemošice,,0,,,
Střemy,,0,,,
Střemy,stremy.cz,1,200,[],[]
Střevač,,0,,,
Střezimíř,strezimir.cz,1,000,,
Střeň,stren.cz,1,200,[],['Antee s.r.o.']
Stříbrnice,,0,,,
Stříbrnice,stribrnice.cz,1,200,[],['Obec Stříbrnice']
Stříbrná,,0,,,
Stříbrná Skalice,stribrnaskalice.cz,1,000,,
Stříbrné Hory,obec.cz,0,,,
Stříbrné Hory,,0,,,
"Stříbřec, Stříbřec 149",stribrec.cz,0,,,
Střílky,obecstrilky.cz,1,000,,
Střítež,,0,,,
Střítež,info-stritez.cz,1,000,,
Střítež,stritez.eu,1,000,,
Střítež,stritez.cz,1,200,[],['Obec Střítež']
Střítež,obecstritez.cz,1,000,,
Střítež,,0,,,
Střítež,ji.cz,0,,,
Střítež nad Bečvou,valachnet.cz,0,,,
Střítež nad Ludinou,striteznl.cz,0,,,
Střítež pod Křemešníkem,,0,,,
Střížov,strizov.cz,1,200,[],['Lubor Mrazek (mrazek@msystem.cz)']
Střížovice,strizovice.cz,1,000,,
Střížovice,,0,,,
Střížovice,,0,,,
Suchdol,,0,,,
Suchodol,,0,,,
Suchohrdly,,0,,,
Suchohrdly u Miroslavi,suchohrdlyumiroslavi.cz,1,000,,
Suchomasty,,0,,,
Suchonice,suchonice.cz,1,200,[],['Antee s.r.o.']
Suchov,,0,,,
Suchá,,0,,,
Suchá Lhota,lit.cz,0,,,
Suchá Loz,suchaloz.cz,1,200,[],[]
Suchý,,0,,,
Sudice,obecsudice.cz,1,000,,
Sudice,,0,,,
Sudice,sudice-bk.cz,1,200,[],[]
Sudislav nad Orlicí,sudislav.cz,0,,,
Sudkov,,0,,,
Sudoměř,,0,,,
Sudoměřice,,0,,,
Sudoměřice,,0,,,
Sudoměřice u Bechyně,sudomerice.cz,0,,,
Sudoměřice u Tábora,,0,,,
Sudovo Hlavno,sudovohlavno.cz,1,200,[],['Sudovo Hlavno']
Sudslava,,0,,,
Sudějov,,0,,,
Sukorady,,0,,,
Sukorady,,0,,,
Sulejovice,sulejovice.cz,1,200,[],['URBITECH (info@urbitech.cz)']
Sulimov,sulimov.cz,1,000,,
Sulislav,,0,,,
Sulislav,,0,,,
Sulkovec,,0,,,
Sulíkov,,0,,,
Supíkovice,supikovice.cz,1,000,,
Sušice,obecsusice.com,1,200,[],['Obec Sušice']
Sušice,,0,,,
Svatobořice-Mistřín,svatoborice-mistrin.cz,1,000,,
Svatojanský Újezd,svatojanskyujezd.cz,1,200,[],[]
Svatojanský Újezd,,0,,,
Svatoslav,,0,,,
Svatoslav,,0,,,
Svatoslav,,0,,,
Svatoňovice,,0,,,
Svatá,svata.cz,1,000,,
Svatá Maří,,0,,,
Svaté Pole,,0,,,
Svatý Jan,,0,,,
Svatý Jan,,0,,,
Svatý Jan nad Malší,svjan.cz,0,,,
Svatý Jan pod Skalou,svatyjan.cz,0,,,
Svatý Mikuláš,,0,,,
Sviadnov,sviadnov.cz,1,000,,
Svijanský Újezd,,0,,,
Svijany,obecsvijany.cz,1,000,,
Svijany,,0,,,
Svinaře,svinare.cz,1,200,[],['Obec Svinaře']
Svinaře,,0,,,
Svinařov,,0,,,
Svinošice,svinosice.cz,1,200,"['All in One SEO (AIOSEO) 4.2.4 ', 'WordPress 5.3.16', 'Powered by WPBakery Page Builder - drag and drop page builder for WordPress.']",['SPWeb s.r.o.']
Svinošice,,0,,,
Sviny,obec-sviny.cz,1,200,['WordPress 5.8'],[]
Sviny,,0,,,
Svinčany,,0,,,
Svobodné Heřmanice,,0,,,
Svojek,,0,,,
Svojetice,svojetice.cz,1,000,,
Svojetín,,0,,,
Svojkov,mybox.cz,0,,,
Svojkovice,,0,,,
Svojkovice,svojkovice.eu,1,000,,
Svojšice,,0,,,
Svojšice,,0,,,
Svojšín,svojsin.cz,1,200,[],['Obec Svojšín']
Svor,obecsvor.cz,1,000,,
Svrabov,,0,,,
Svratouch,svratouch.cz,1,000,,
Svárov,,0,,,
Svébohov,svebohov.cz,1,000,,
Svémyslice,svemyslice.eu,1,000,,
Svépravice,svepravice.cz,1,000,,
Svéradice,,0,,,
Svésedlice,,0,,,
Svídnice,svidnice.cz,1,200,[],['Obec Svídnice']
Svídnice,,0,,,
Světce,svetce.cz,1,000,,
Světec,,0,,,
Světice,,0,,,
Světlá,obecsvetla.cz,1,200,"['WordPress 6.3.1', 'Elementor 3.17.2; features: e_dom_optimization, e_optimized_assets_loading, additional_custom_breakpoints; settings: css_print_method-external, google_font-enabled, font_display-auto']",[]
Světlá Hora,svetlahora.cz,1,200,[],['Antee s.r.o.']
Světlá pod Ještědem,,0,,,
Světlík,,0,,,
Světnov,svetnov.cz,1,200,[],['Obec Světnov']
Sychrov,obecsychrov.cz,1,000,,
Synalov,,0,,,
Synalov,synalov.cz,1,000,,
Synkov-Slemeno,,0,,,
Syrov,syrov.cz,1,000,,
Syrovice,syrovice.cz,1,200,[],[]
Syrovice,,0,,,
Syrovín,syrovin.cz,1,200,[],['Obec Syrovín']
Sytno,,0,,,
Syřenov,,0,,,
Sádek,obecsadek.cz,1,200,[],['Antee s.r.o.']
Sádek,obec-sadek.cz,1,000,,
Sány,obecsany.cz,1,200,[],['Obec Sány']
Sázava,obec-sazava.cz,1,200,[],['Obec Sázava']
Sázava,obecsazava.cz,1,000,,
Sázavka,obecsazavka.cz,1,200,[],[]
Sázavka,,0,,,
Sýkořice,,0,,,
Tachlovice,tachlovice.cz,1,000,,
Tachov,obectachov.cz,1,200,"['WordPress 6.2.3', 'WordPress 6.2.3']",[]
Tasov,tasov-tr.cz,1,200,[],[]
Tasov,,0,,,
Tasovice,,0,,,
Tasovice,tasovice.cz,1,200,[],['Obec Tasovice']
Tatce,tatce.cz,1,000,,
Tatenice,tatenice.cz,1,000,,
Tatiná,tatina.cz,1,000,,
Tatobity,,0,,,
Tatrovice,tatrovice.cz,1,000,,
Tavíkovice,tavikovice.cz,1,200,[],['Obec Tavíkovice']
Tašov,,0,,,
Tchořovice,,0,,,
Tehov,tehov.cz,1,000,,
Tehov,,0,,,
Tehovec,tehovec.cz,1,000,,
Telecí,teleci.cz,1,200,[],['Jiří Mlejnek']
Telnice,obec-telnice.cz,1,000,,
Telnice,telnice.cz,1,000,,
Temelín,obectemelin.cz,1,000,,
Temešvár,temesvar.cz,1,000,,
Teplice nad Bečvou,teplicenb.cz,0,,,
Teplička,,0,,,
Teplýšovice,chopos.cz,0,,,
Terezín,,0,,,
Terešov,,0,,,
Tetov,,0,,,
Tetín,tetin.cz,1,000,,
Tetčice,tetcice.cz,1,000,,
Tečovice,tecovice.cz,1,200,[],['Obec Tečovice']
Tichonice,,0,,,
Tichonice,tichonice.cz,1,200,['Joomla! - Open Source Content Management'],[]
Tichov,,0,,,
Tichá,ticha.cz,1,200,[],"['Obec Tichá.cz, Zdenek Pikulik', 'Obec Tichá.cz, Zdenek Pikulik']"
Tis,obec.cz,0,,,
Tis u Blatna,,0,,,
Tisem,,0,,,
Tisovec,,0,,,
Tisová,tisova.cz,1,200,['Joomla! - Open Source Content Management'],[]
Tisová,tisova.eu,1,200,[],['Obec Tisová']
Tisá,tisa.cz,1,000,,
Tisá,,0,,,
Tišice,tisice.cz,1,000,,
Tišnovská Nová Ves,tisnovskanovaves.cz,1,200,[],[]
Tlumačov,tlumacov.cz,1,000,,
Tlumačov,obectlumacov.cz,1,000,,
Tlustice,,0,,,
Tlučná,obec-tlucna.cz,1,200,[],['Obec Tlučná']
Tmaň,,0,,,
Tochovice,tochovice.cz,1,200,[],['Obec Tochovice']
Tojice,,0,,,
Tomice,zelivka.cz,0,,,
Topolany,,0,,,
Topolná,topolna.cz,1,000,,
Toušice,,0,,,
Toužetín,,0,,,
Toužetín,obectouzetin.cz,1,200,[],[]
Toužetín,,0,,,
Tovéř,,0,,,
Točník,,0,,,
Traplice,traplice.cz,1,000,,
Travčice,travcice.cz,1,200,[],[]
Travčice,,0,,,
Trboušany,,0,,,
Trhanov,trhanov.cz,1,000,,
Trhové Dušníky,,0,,,
Trnava,avonet.cz,0,,,
Trnava,,0,,,
Trnovany,,0,,,
Trnová,trnova.cz,1,000,,
Trnové Pole,,0,,,
Trnávka,trnavka.cz,1,200,[],['Obec Trnávka']
Trnávka,,0,,,
Trojanovice,trojanovice.cz,1,200,['WordPress 6.1.4'],[]
Trojovice,,0,,,
Trokavec,,0,,,
Troskovice,craj.cz,0,,,
Troubelice,troubelice.cz,1,000,,
Troubelice,,0,,,
Troubky,troubky.cz,1,000,,
Troubky-Zdislavice,,0,,,
Trpišovice,,0,,,
Trpík,sendme.cz,0,,,
Trpín,,0,,,
Trpísty,,0,,,
Trstěnice,trstenice.cz,1,000,,
Trstěnice,litomysl.cz,0,,,
Trstěnice,,0,,,
Trstěnice,,0,,,
Trubská,trubska.cz,1,000,,
Trubín,trubin.cz,1,000,,
Truskovice,truskovice.cz,1,200,[],['Obec Truskovice']
Truskovice,,0,,,
Trusnov,,0,,,
Tršice,trsice.cz,1,000,,
Tržek,trzek.lit.cz,1,000,,
Tuchlovice,,0,,,
Tuchoměřice,,0,,,
Tuchoměřice,,0,,,
Tuchoraz,,0,,,
Tuchořice,tuchorice.cz,1,000,,
Tuhaň,,0,,,
Tuhaň,,0,,,
Tuklaty,tuklaty.cz,1,000,,
Tulešice,,0,,,
Tuněchody,tunechody.cz,1,000,,
Tupadly,,0,,,
Tupadly,tupadly.cz,1,000,,
Tupadly,,0,,,
Tupesy,qucik.cz,0,,,
Tupesy,tupesy.cz,1,200,"['WordPress 6.4.1', 'WooCommerce 8.2.2']",[]
Turkovice,,0,,,
Turovec,,0,,,
Turovice,,0,,,
Tursko,tursko.cz,1,200,[],['Obec Tursko']
Tučapy,,0,,,
Tučapy,,0,,,
Tučapy,,0,,,
Tučín,tucin.cz,1,000,,
Tuřany,,0,,,
Tuřany,,0,,,
Tuřany,,0,,,
Tuřice,obec-turice.cz,1,000,,
Tušovice,,0,,,
Tužice,,0,,,
Tvarožná,tvarozna.cz,1,000,,
Tvarožná Lhota,tvarozna-lhota.cz,0,,,
Tvorovice,tvorovice.cz,1,000,,
Tvořihráz,,0,,,
Tvrdkov,,0,,,
Tvrdonice,tvrdonice.cz,1,000,,
Tvrzice,,0,,,
Tymákov,obecni-urad.net,0,,,
Tálín,talin.cz,1,200,[],['Obec Tálín']
Tísek,tisek.cz,1,000,,
Týn nad Bečvou,,0,,,
Týnec,podluzi.cz,0,,,
Týnec,obectynec.cz,1,200,[],['SumavaNet.CZ']
Týniště,obec-tyniste.cz,1,200,[],['Obec Týniště']
Týniště,obecni-urad.net,0,,,
Týnišťko,tynistko.cz,1,200,['Joomla! - Open Source Content Management'],[]
Týček,,0,,,
Těchařovice,,0,,,
Těchlovice,,0,,,
Těchobuz,techobuz.cz,1,200,[],[]
Těchonín,techonin.cz,1,200,[],['Antee s.r.o.']
Těmice,temice.cz,1,000,,
Těmice,,0,,,
Těně,,0,,,
Těrlicko,terlicko.cz,1,200,[],[]
Těšany,outesany.cz,1,000,,
Těšetice,tesetice.cz,1,200,[],['Mouser.cz']
Těšetice,,0,,,
Těškov,teskov.cz,1,403,[],[]
Těškovice,,0,,,
Těšovice,,0,,,
Těšovice,,0,,,
Třanovice,tranovice.cz,1,000,,
Třebařov,,0,,,
Třebenice,,0,,,
Třebestovice,obec-trebestovice.cz,1,000,,
Třebeň,,0,,,
Třebešice,,0,,,
Třebešice,obectrebesice.cz,1,000,,
Třebešice,chopos.cz,0,,,
Třebichovice,,0,,,
Třebnouševes,,0,,,
Třeboc,poddzbansko.cz,0,,,
Třebohostice,,0,,,
Třebom,trebom.cz,1,000,,
Třebom,,0,,,
Třebonín,,0,,,
Třebosice,,0,,,
Třebosice,trebosice.org,1,000,,
Třebotov,obectrebotov.cz,1,000,,
Třebovice,,0,,,
Třebovle,,0,,,
Třebsko,,0,,,
Třebusice,,0,,,
Třebušín,trebusin.cz,1,200,[],['Obec Třebušín']
Třebívlice,,0,,,
Třebívlice,integro.cz,0,,,
Třebíz,trebiz.cz,1,200,[],['Obec Třebíz']
Třebčice,trebcice.cz,1,000,,
Třebějice,,0,,,
Třebětice,,0,,,
Třebětice,trebetice.cz,1,000,,
Třebětín,razdva.cz,0,,,
Třemešná,tremesna.cz,1,200,[],['Antee s.r.o.']
Třemešné,tremesne.cz,1,000,,
Třemešné,obectremesne.cz,1,000,,
Třešovice,,0,,,
Třeštice,ji.cz,0,,,
Třeština,,0,,,
Tři Dvory,tridvory.cz,1,200,"['WordPress 4.5.30', 'Powered by Visual Composer - drag and drop page builder for WordPress.']",[]
Tři Sekery,,0,,,
Tři Studně,,0,,,
Třibřichy,,0,,,
Třtice,,0,,,
Třtěnice,,0,,,
Ublo,,0,,,
Ubušínek,,0,,,
Ubušínek,mu.bystricenp.cz,0,,,
Uhelná,uhelna.cz,1,000,,
Uhersko,,0,,,
Uherčice,uhercice.cz,1,200,[],['Obec Uherčice']
Uherčice,,0,,,
Uherčice,obec-uhercice.cz,1,200,[],[]
Uhlířov,uhlirov.cz,1,000,,
Uhlířská Lhota,,0,,,
Uhy,,0,,,
Uhřice,obec-uhrice.cz,1,000,,
Uhřice,uhrice.eu,1,200,[],['Frakom.cz 2018']
Uhřice,obecuhrice.cz,1,000,,
Uhřice,,0,,,
Uhřičice,,0,,,
Uhřínov,uhrinov.cz,1,000,,
Uhřínov,pvtnet.cz,0,,,
